YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,28.9,28.9,,,27.4,30.4,17315,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Gender,Female,GEN,FEMALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,23.3,23.3,,,20,27.1,2740,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,Less than high school,EDU,EDUHS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30,30,,,27.7,32.4,8735,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33,33,,,30.9,35.1,8170,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.9,35.9,,,34,38,8467,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35,35,,,30,40.4,938,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.1,26.1,,,22.6,29.9,1828,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.8,25.8,,,22.5,29.5,2506,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.6,27.6,,,24.8,30.6,4276,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.2,31.2,,,28.7,33.7,6157,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,38.7,38.7,,,36.9,40.5,12492,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,21.9,21.9,,,18.7,25.5,3498,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29,29,,,26.1,32,5335,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.4,27.4,,,24.2,30.7,3203,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,28.6,28.6,,,25.9,31.6,3700,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.2,34.2,,,31.2,37.4,3525,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.7,39.7,,,36.9,42.5,5193,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33.6,33.6,,,30.2,37.2,3743,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,Data not reported,INC,INCNR
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.2,35.2,,,34,36.5,22284,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,28.4,28.4,,,24.4,32.8,2258,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25,25,,,21.6,28.7,1944,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,18.8,18.8,,,13.1,26.3,205,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.6,34.6,,,25.1,45.6,281,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.2,26.2,,,24.1,28.5,9482,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.4,25.4,,,12,46,73,,,,,,Other,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,36.2,36.2,,,27.6,45.7,445,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.1,31.1,,,29.1,33.1,9019,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.3,37.3,,,35.4,39.3,9375,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,47.8,47.8,,,43.2,52.5,1253,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35.2,35.2,,,31.9,38.6,2288,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.2,31.2,,,28.1,34.5,2895,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.2,25.2,,,22.7,27.9,4723,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.3,25.3,,,23,27.8,6665,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,21.8,21.8,,,20.3,23.4,13143,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,21.5,21.5,,,18.5,24.9,3807,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25,25,,,22.3,27.9,5764,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.4,24.4,,,21.5,27.7,3483,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.3,29.3,,,26.3,32.6,4073,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.4,33.4,,,30.2,36.8,3870,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,39.5,39.5,,,36.9,42.1,5764,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.8,27.8,,,24.7,31.2,4206,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,Data not reported,INC,INCNR
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.3,29.3,,,28.1,30.5,24198,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35,35,,,31.1,39,2519,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28,28,,,24.7,31.5,2245,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.4,28.4,,,21.2,37,249,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.9,26.9,,,19.1,36.6,314,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.6,23.6,,,22.2,25,18866,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Gender,Female,GEN,FEMALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,36,36,,,34.1,37.8,12101,,,,Male,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Gender,Male,GEN,MALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.4,18.4,,,16.8,20,9508,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.1,20.1,,,16.7,24.1,1271,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.9,24.9,,,21.7,28.3,2320,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.2,31.2,,,29.1,33.4,9680,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.7,27.7,,,26.6,28.9,31527,Total,,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Total,Total,OVR,OVERALL
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.3,25.3,,,23.6,27,12307,,,,Male,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Gender,Male,GEN,MALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30,30,,,28.5,31.6,19220,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Gender,Female,GEN,FEMALE
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26,26,,,23.1,29.3,2925,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.3,29.3,,,26.6,32.2,4781,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.6,29.6,,,26.9,32.4,6777,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32,32,,,30.2,33.9,13453,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,42.3,42.3,,,38.3,46.4,3888,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,33.4,33.4,,,30.6,36.3,5887,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,33.4,33.4,,,29.7,37.4,3544,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25,25,,,22.4,27.9,4125,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.3,23.3,,,20.6,26.3,3918,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.1,15.1,,,13.4,17,5823,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.1,29.1,,,25.8,32.5,4342,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,Data not reported,INC,INCNR
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.1,25.1,,,24,26.2,24635,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.2,30.2,,,26.7,34,2568,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.6,31.6,,,28.2,35.2,2275,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.6,29.6,,,21.2,39.7,255,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
